,exchange,symbol,base,quote,contract_type,margin_asset,settle_asset,linear_inverse,status,funding_interval_h,raw
340,binance,YGGUSDT,YGG,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""YGGUSDT"", ""pair"": ""YGGUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1691206200000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""YGG"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Gaming""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""200"", ""tickSize"": ""0.0001000"", ""minPrice"": ""0.0001000""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""1"", ""maxQty"": ""6000000"", ""stepSize"": ""1""}, {""stepSize"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""600000"", ""minQty"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierDown"": ""0.8500"", ""multiplierDecimal"": ""4"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
341,binance,ZBTUSDT,ZBT,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZBTUSDT"", ""pair"": ""ZBTUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1760700600000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZBT"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""DeFi""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""minPrice"": ""0.0001000"", ""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0001000""}, {""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""5000000"", ""minQty"": ""1""}, {""stepSize"": ""1"", ""minQty"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""500000""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDown"": ""0.8500"", ""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1500""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
342,binance,ZECUSDC,ZEC,USDC,perpetual,USDC,USDC,linear,trading,8,"{""symbol"": ""ZECUSDC"", ""pair"": ""ZECUSDC"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1763548200000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZEC"", ""quoteAsset"": ""USDC"", ""marginAsset"": ""USDC"", ""pricePrecision"": 2, ""quantityPrecision"": 3, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""USDC""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""minPrice"": ""0.01"", ""tickSize"": ""0.01"", ""maxPrice"": ""100000""}, {""stepSize"": ""0.001"", ""filterType"": ""LOT_SIZE"", ""minQty"": ""0.001"", ""maxQty"": ""2000""}, {""minQty"": ""0.001"", ""stepSize"": ""0.001"", ""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""200""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierUp"": ""1.1500"", ""multiplierDecimal"": ""4"", ""filterType"": ""PERCENT_PRICE"", ""multiplierDown"": ""0.8500""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
343,binance,ZECUSDT,ZEC,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZECUSDT"", ""pair"": ""ZECUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1569398400000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZEC"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 2, ""quantityPrecision"": 3, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""PoW""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""100000"", ""minPrice"": ""2.85"", ""tickSize"": ""0.01"", ""filterType"": ""PRICE_FILTER""}, {""minQty"": ""0.001"", ""stepSize"": ""0.001"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""6000""}, {""minQty"": ""0.001"", ""maxQty"": ""2000"", ""stepSize"": ""0.001"", ""filterType"": ""MARKET_LOT_SIZE""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1000"", ""multiplierDown"": ""0.9000"", ""filterType"": ""PERCENT_PRICE""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
344,binance,ZENUSDT,ZEN,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZENUSDT"", ""pair"": ""ZENUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1569398400000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZEN"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 3, ""quantityPrecision"": 1, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""PoW""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""tickSize"": ""0.001"", ""maxPrice"": ""10000"", ""minPrice"": ""0.001"", ""filterType"": ""PRICE_FILTER""}, {""minQty"": ""0.1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""1000000"", ""stepSize"": ""0.1""}, {""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""10000"", ""minQty"": ""0.1"", ""stepSize"": ""0.1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierDown"": ""0.9000"", ""multiplierDecimal"": ""4"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1000""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
345,binance,ZEREBROUSDT,ZEREBRO,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZEREBROUSDT"", ""pair"": ""ZEREBROUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1735826400000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZEREBRO"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""AI""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""tickSize"": ""0.0000100"", ""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""200"", ""minPrice"": ""0.0001000""}, {""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""30000000"", ""minQty"": ""1""}, {""minQty"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""3000000"", ""stepSize"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.8500"", ""multiplierUp"": ""1.1500""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
346,binance,ZKUSDT,ZK,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZKUSDT"", ""pair"": ""ZKUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1718622000000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZK"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Layer-2""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""tickSize"": ""0.0000100"", ""minPrice"": ""0.0001000"", ""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""200""}, {""minQty"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""30000000"", ""stepSize"": ""1""}, {""maxQty"": ""3000000"", ""stepSize"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""minQty"": ""1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDown"": ""0.8500"", ""multiplierUp"": ""1.1500"", ""multiplierDecimal"": ""4""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
347,binance,ZORAUSDT,ZORA,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZORAUSDT"", ""pair"": ""ZORAUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1753441200000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZORA"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Layer-2""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""minPrice"": ""0.0000100"", ""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0000100""}, {""maxQty"": ""20000000"", ""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""minQty"": ""1""}, {""maxQty"": ""2000000"", ""minQty"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierUp"": ""1.1500"", ""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
348,binance,ZROUSDT,ZRO,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ZROUSDT"", ""pair"": ""ZROUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1718893800000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ZRO"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 1, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Infrastructure""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""minPrice"": ""0.0010000"", ""tickSize"": ""0.0001000"", ""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""2000""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""0.1"", ""maxQty"": ""1000000"", ""stepSize"": ""0.1""}, {""minQty"": ""0.1"", ""filterType"": ""MARKET_LOT_SIZE"", ""maxQty"": ""60000"", ""stepSize"": ""0.1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
349,binance,币安人生USDT,币安人生,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""币安人生USDT"", ""pair"": ""币安人生USDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1760958000000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""币安人生"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Chinese""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0000100"", ""minPrice"": ""0.0000100"", ""maxPrice"": ""200""}, {""maxQty"": ""6000000"", ""filterType"": ""LOT_SIZE"", ""minQty"": ""1"", ""stepSize"": ""1""}, {""stepSize"": ""1"", ""minQty"": ""1"", ""maxQty"": ""600000"", ""filterType"": ""MARKET_LOT_SIZE""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierUp"": ""1.1500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierDown"": ""0.8500"", ""multiplierDecimal"": ""4""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
350,bitget,1000BONKUSDT_UMCBL,1000BONK,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""1000BONKUSDT_UMCBL"", ""symbolDisplayName"": ""1000BONKUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""1000BONK"", ""baseCoinDisplayName"": ""1000BONK"", ""buyLimitPriceRatio"": ""0.15"", ""sellLimitPriceRatio"": ""0.15"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""1"", ""priceEndStep"": ""1"", ""volumePlace"": ""0"", ""pricePlace"": ""6"", ""sizeMultiplier"": ""1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""1000BONKUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
351,bitget,AAPLUSDT_UMCBL,AAPL,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""AAPLUSDT_UMCBL"", ""symbolDisplayName"": ""AAPLUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""AAPL"", ""baseCoinDisplayName"": ""AAPL"", ""buyLimitPriceRatio"": ""0.15"", ""sellLimitPriceRatio"": ""0.15"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""0.01"", ""priceEndStep"": ""1"", ""volumePlace"": ""2"", ""pricePlace"": ""2"", ""sizeMultiplier"": ""0.01"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""AAPLUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
352,bitget,AAVEUSDT_UMCBL,AAVE,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""AAVEUSDT_UMCBL"", ""symbolDisplayName"": ""AAVEUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""AAVE"", ""baseCoinDisplayName"": ""AAVE"", ""buyLimitPriceRatio"": ""0.1"", ""sellLimitPriceRatio"": ""0.1"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""0.1"", ""priceEndStep"": ""1"", ""volumePlace"": ""1"", ""pricePlace"": ""2"", ""sizeMultiplier"": ""0.1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""AAVEUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
353,bitget,ACTUSDT_UMCBL,ACT,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ACTUSDT_UMCBL"", ""symbolDisplayName"": ""ACTUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""ACT"", ""baseCoinDisplayName"": ""ACT"", ""buyLimitPriceRatio"": ""0.15"", ""sellLimitPriceRatio"": ""0.15"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""1"", ""priceEndStep"": ""1"", ""volumePlace"": ""0"", ""pricePlace"": ""5"", ""sizeMultiplier"": ""1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""ACTUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
354,bitget,ADAUSDT_UMCBL,ADA,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ADAUSDT_UMCBL"", ""symbolDisplayName"": ""ADAUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""ADA"", ""baseCoinDisplayName"": ""ADA"", ""buyLimitPriceRatio"": ""0.05"", ""sellLimitPriceRatio"": ""0.05"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""1"", ""priceEndStep"": ""1"", ""volumePlace"": ""0"", ""pricePlace"": ""4"", ""sizeMultiplier"": ""1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""ADAUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
355,bitget,AEVOUSDT_UMCBL,AEVO,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""AEVOUSDT_UMCBL"", ""symbolDisplayName"": ""AEVOUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""AEVO"", ""baseCoinDisplayName"": ""AEVO"", ""buyLimitPriceRatio"": ""0.15"", ""sellLimitPriceRatio"": ""0.15"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""0.1"", ""priceEndStep"": ""1"", ""volumePlace"": ""1"", ""pricePlace"": ""5"", ""sizeMultiplier"": ""0.1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""AEVOUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
356,bitget,AIAUSDT_UMCBL,AIA,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""AIAUSDT_UMCBL"", ""symbolDisplayName"": ""AIAUSDT"", ""makerFeeRate"": ""0.0002"", ""takerFeeRate"": ""0.0006"", ""feeRateUpRatio"": ""0.005"", ""openCostUpRatio"": ""0.01"", ""quoteCoin"": ""USDT"", ""quoteCoinDisplayName"": ""USDT"", ""baseCoin"": ""AIA"", ""baseCoinDisplayName"": ""AIA"", ""buyLimitPriceRatio"": ""0.15"", ""sellLimitPriceRatio"": ""0.15"", ""supportMarginCoins"": [""USDT""], ""minTradeNum"": ""1"", ""priceEndStep"": ""1"", ""volumePlace"": ""0"", ""pricePlace"": ""5"", ""sizeMultiplier"": ""1"", ""symbolType"": ""perpetual"", ""symbolStatus"": ""normal"", ""offTime"": ""-1"", ""limitOpenTime"": ""-1"", ""maintainTime"": """", ""symbolName"": ""AIAUSDT"", ""minTradeUSDT"": null, ""maxPositionNum"": null, ""maxOrderNum"": null}"
